user,followerid
285543043,2961407530
285543043,69084455
285543043,3265636675
285543043,20116956
285543043,559919694
285543043,3093154132
285543043,1028017051
285543043,391805436
285543043,536087812
285543043,11843062
285543043,166145368
285543043,29005683
285543043,870931502711877632
285543043,318254507
285543043,2788019263
285543043,793190063450492928
285543043,408388914
285543043,1716922934
285543043,809053028066226178
285543043,2422158914
285543043,773534109809446912
285543043,193931137
285543043,15663929
285543043,168248386
285543043,953431722435084288
285543043,830472412596678656
285543043,2458692679
285543043,841437061
285543043,66933253
285543043,138762767
285543043,17174462
285543043,822186113322418176
285543043,2691905334
285543043,777817623383769088
285543043,546162827
285543043,560967760
285543043,2238220027
285543043,824657382122856448
285543043,917646644
285543043,1944201781
285543043,4749265395
285543043,1099558375
285543043,2909430244
285543043,3417656135
285543043,3061561605
285543043,2429262839
285543043,284360365
285543043,89797788
285543043,255642198
285543043,978979153826533377
285543043,44622713
285543043,90394398
285543043,59577624
285543043,201258445
285543043,327028010
285543043,188698438
285543043,795612340704186368
285543043,178318137
285543043,393380379
285543043,168435051
285543043,381504847
285543043,53420002
285543043,63178406
285543043,98121324
285543043,53757449
285543043,144808005
285543043,364835942
285543043,62000925
285543043,2601424573
285543043,275794480
285543043,24173725
285543043,2274536790
285543043,2458577755
285543043,33697008
285543043,17811321
285543043,1485021
285543043,869611643017207808
285543043,15713011
285543043,37359970
285543043,27768893
285543043,29809055
285543043,14110455
285543043,453007757
285543043,14221950
285543043,15825338
285543043,18230131
285543043,21387913
285543043,14418528
285543043,977209157769154560
285543043,970803044962177025
285543043,326869253
285543043,137790237
285543043,1257646956
285543043,961586514701537280
285543043,36469489
285543043,568437023
285543043,1963839914
285543043,3689724375
285543043,820760626117021696
285543043,2732584356
285543043,821012539807072256
285543043,355728680
285543043,972951161757192192
285543043,896340984971358209
285543043,965836536775245825
285543043,3415260387
285543043,838470607113183232
285543043,745940666
285543043,2148418247
285543043,601293323
285543043,306215901
285543043,42231749
285543043,912308564894601222
285543043,299065434
285543043,3307417455
285543043,105021804
285543043,101727397
285543043,895634703499145216
285543043,973500991520804864
285543043,2724610291
285543043,933822642695626752
285543043,3254816764
285543043,2981087585
285543043,282247419
285543043,784672535178780672
285543043,951087490219368448
285543043,935914607008460805
285543043,274981953
285543043,2765629223
285543043,137263727
285543043,160178104
285543043,71042376
285543043,67568298
285543043,19906352
285543043,76968808
285543043,44649720
285543043,62189436
285543043,88213049
285543043,72042888
285543043,332362315
285543043,19085780
285543043,370372256
285543043,2563817172
285543043,20546417
285543043,55523442
285543043,130568334
285543043,22604830
285543043,18355561
285543043,2990533251
285543043,216734927
285543043,76695766
285543043,38600736
285543043,794306761851158528
285543043,3265944464
285543043,72779258
285543043,954051151607095299
285543043,39987779
285543043,864120789511135233
285543043,324600211
285543043,59789918
285543043,4345921399
285543043,14119117
285543043,956289239821553670
285543043,581202803
285543043,857192400850231296
285543043,783225617152110592
285543043,968433227139600385
285543043,16438898
285543043,750945138986389504
285543043,21223422
285543043,70186069
285543043,108242189
285543043,969014912554029056
285543043,3241348009
285543043,766576455920783360
285543043,352637425
285543043,2427751086
285543043,2898128819
285543043,839468139062652929
285543043,965821773538144256
285543043,913833427027103744
285543043,49749790
285543043,1487221
285543043,34567433
285543043,907789091856674816
285543043,172641836
285543043,2232276541
285543043,591061256
285543043,834014307872542722
285543043,781411316602994691
285543043,225765838
285543043,182427145
285543043,562915293
285543043,69563794
285543043,3394146605
285543043,300456965
285543043,2991855538
285543043,959444846812557312
285543043,472986318
285543043,909392434517483520
285543043,966029346124238848
285543043,123785206
285543043,2799015580
285543043,366504272
285543043,87710468
285543043,567609666
285543043,138163354
285543043,195205739
285543043,15982994
285543043,2442269564
285543043,22799566
285543043,840458834200141824
285543043,2792775948
285543043,958118939640389633
285543043,896786808738115584
285543043,2400745866
285543043,4228827073
285543043,767874975093055488
285543043,895747525122109441
285543043,2584122434
285543043,296478496
285543043,1536257628
285543043,823483644643831810
285543043,953020309740900352
285543043,157954779
285543043,700897061219209216
285543043,3047467756
285543043,293987120
285543043,956814660149198850
285543043,700222745
285543043,16665844
285543043,23697678
285543043,761080681833213952
285543043,65330952
285543043,11581462
285543043,46831965
285543043,760104792450592768
285543043,20907115
285543043,3306496006
285543043,117216212
285543043,23551203
285543043,2414282034
285543043,632616845
285543043,25910263
285543043,4859592459
285543043,959396369856425985
285543043,778126207053340672
285543043,317044059
285543043,803720349401698304
285543043,570343140
285543043,2714632347
285543043,446164776
285543043,3194389223
285543043,956475026043260928
285543043,179037698
285543043,776428554
285543043,35425209
285543043,261827891
285543043,459900001
285543043,3379653023
285543043,2161669942
285543043,959493241774239744
285543043,938433720503083009
285543043,959356546206531584
285543043,839430907245301760
285543043,952110724062633984
285543043,213592255
285543043,949264956905541634
285543043,24282062
285543043,894935799195729920
285543043,900734316
285543043,950304860032962560
285543043,958352146201751552
285543043,1913665705
285543043,2272020882
285543043,223918081
285543043,2803853527
285543043,98217183
285543043,17364803
285543043,208611125
285543043,14105196
285543043,61213257
285543043,57466391
285543043,4024526453
285543043,18038375
285543043,31142840
285543043,435976356
285543043,64649614
285543043,900364494978727936
285543043,2794378935
285543043,956650261522599939
285543043,3110263883
285543043,20098604
285543043,4812637635
285543043,939091175134388225
285543043,2987645061
285543043,4018232104
285543043,2978131930
285543043,945626746849767425
285543043,319237069
285543043,890575988383502336
285543043,954904053770682368
285543043,954543848792801283
285543043,171803811
285543043,3598126276
285543043,912172116941856768
285543043,857540349861953536
285543043,2254024257
285543043,36624028
285543043,115388507
285543043,778297982869397504
285543043,3149973561
285543043,873459534639099904
285543043,935806389020188672
285543043,953642596932481024
285543043,102098037
285543043,917287749245374464
285543043,939803824855900160
285543043,160789345
285543043,2217368539
285543043,215279097
285543043,3064433463
285543043,4170456958
285543043,3342357856
285543043,923429546346479617
285543043,863039958487007232
285543043,74547609
285543043,944944285971042304
285543043,948382241121603584
285543043,2912956658
285543043,1396957573
285543043,65836867
285543043,914416894534410240
285543043,931391997910302720
285543043,865895706208473088
285543043,762875717122191360
285543043,820720451890642944
285543043,948768202242363392
285543043,846724050764402692
285543043,947799001507737601
285543043,3303026084
285543043,1965069996
285543043,750706735170682880
285543043,17732929
285543043,92121430
285543043,324854929
285543043,215670864
285543043,949262123355557888
285543043,22039270
285543043,2166840937
285543043,22135420
285543043,3432833061
285543043,850275077543178240
285543043,849718738672914437
285543043,82376086
285543043,910858955487924224
285543043,25510863
285543043,17309923
285543043,71552724
285543043,2460090330
285543043,477485888
285543043,930354345098428416
285543043,19634672
285543043,899906520326057985
285543043,1264282062
285543043,927553635881381888
285543043,4853359292
285543043,3068748208
285543043,4774544866
285543043,2239760000
285543043,772500548268556288
285543043,23848279
285543043,366343046
285543043,224261513
285543043,1108807484
285543043,157612448
285543043,3302022694
285543043,900440426720702465
285543043,2828031161
285543043,78548094
285543043,418736399
285543043,3874972337
285543043,847230852912226309
285543043,206698353
285543043,854706457203421186
285543043,865195305851129856
285543043,937459143526449152
285543043,80665542
285543043,75036484
285543043,3663543974
285543043,2741982822
285543043,817435135960293382
285543043,17626972
285543043,89001659
285543043,324872851
285543043,356948569
285543043,15929523
285543043,826453242762629120
285543043,940482508306595840
285543043,742279098555322368
285543043,936762516
285543043,736187159200161792
285543043,790556635857117184
285543043,1041912878
285543043,359009867
285543043,925294786596159488
285543043,28611550
285543043,349995523
285543043,19284888
285543043,281976753
285543043,2173480356
285543043,472375355
285543043,897622169399767040
285543043,937691635697061893
285543043,466619455
285543043,1763163524
285543043,892762193204301824
285543043,166678023
285543043,374684726
285543043,748486744954241024
285543043,750645818072436736
285543043,917569577566928897
285543043,185657568
285543043,937587129286144000
285543043,3176796107
285543043,912733510821171200
285543043,930675238202945537
285543043,92593495
285543043,227341698
285543043,317378810
285543043,920587306343550976
285543043,938074047912407046
285543043,782906687757975552
285543043,824002594628571136
285543043,885089576695582721
285543043,17146147
285543043,17842770
285543043,1450427154
285543043,798846823402115073
285543043,777309967707615232
285543043,704715654541119489
285543043,873177151889080320
285543043,704696687701286913
285543043,936427246838996992
285543043,871310767152275457
285543043,908055379703201792
285543043,193424928
285543043,917401907563462656
285543043,21110060
285543043,936637034516631552
285543043,786205330266918913
285543043,16948709
285543043,722149903967760384
285543043,16291379
285543043,702617809474314240
285543043,923538201515626500
285543043,3113157083
285543043,1100766788
285543043,1376711317
285543043,555307309
285543043,879396491890237441
285543043,29771070
285543043,3718907747
285543043,4823804079
285543043,880510181041475584
285543043,926199663639842818
285543043,14166937
285543043,2590371264
285543043,19645771
285543043,992246497
285543043,980068484
285543043,872686453
285543043,74098012
285543043,713141193
285543043,3197299608
285543043,2701408981
285543043,97978510
285543043,1713300036
285543043,54553566
285543043,17157228
285543043,3094603844
285543043,910284388004356097
285543043,928560040939802626
285543043,476443251
285543043,82303188
285543043,2351490685
285543043,2648145426
285543043,922819223788883968
285543043,884649655971086336
285543043,969588998
285543043,2853399318
285543043,1302471300
285543043,882823447524646916
285543043,16225538
285543043,582735259
285543043,1056272874
285543043,778509432070279168
285543043,867632194361143296
285543043,744651758585135105
285543043,261158435
285543043,394513587
285543043,930144569445957633
285543043,1172557789
285543043,21700289
285543043,34304084
285543043,4894432935
285543043,192167716
285543043,127286589
285543043,50622336
285543043,806180915504447488
285543043,927117138753654784
285543043,2744498367
285543043,128189072
285543043,232906043
285543043,987711842
285543043,14256449
285543043,819489239322755072
285543043,23515090
285543043,591199720
285543043,915015127841337345
285543043,2550653672
285543043,930483948882419713
285543043,76003996
285543043,734740569918984193
285543043,2595829496
285543043,156200232
285543043,204854344
285543043,2163579414
285543043,3299752754
285543043,285269491
285543043,906857111078014976
285543043,30730998
285543043,214752627
285543043,927930820916142080
285543043,3370464700
285543043,805534441833660416
285543043,280502288
285543043,918829457674301441
285543043,3234115730
285543043,921858550271537155
285543043,163130337
285543043,867573492
285543043,2869758489
285543043,310136625
285543043,917461974874812416
285543043,3153752609
285543043,242741628
285543043,962244488
285543043,725803734
285543043,699245701222412289
285543043,2761872567
285543043,4595467392
285543043,3652196182
285543043,1230022573
285543043,25938954
285543043,839982049507254273
285543043,817005722839945216
285543043,865067264357220352
285543043,870566669080551424
285543043,752327009846439936
285543043,927924851339390977
285543043,103035883
285543043,753915852177760257
285543043,858392784792956932
285543043,791849961361117184
285543043,1322950494
285543043,292881370
285543043,919806255346147328
285543043,904374046019780608
285543043,610814926
285543043,23188677
285543043,4731058032
285543043,89934760
285543043,2376783966
285543043,1667403816
285543043,1879455276
285543043,352576503
285543043,862186901255712772
285543043,908638443173023744
285543043,1561604569
285543043,176561197
285543043,760415519115767809
285543043,417327138
285543043,525406496
285543043,753960437637578752
285543043,76959499
285543043,14589806
285543043,2829519944
285543043,835123708163416064
285543043,960421928
285543043,4853752101
285543043,65437080
285543043,899738573209042944
285543043,41823136
285543043,921012639928549383
285543043,2835961538
285543043,262445761
285543043,42514805
285543043,917364365451460608
285543043,2752013445
285543043,30344426
285543043,3236322750
285543043,809708761
285543043,612484654
285543043,720594752744398858
285543043,4328176392
285543043,3872930199
285543043,1910040806
285543043,847474380967821312
285543043,713000239226077184
285543043,1535753276
285543043,349149648
285543043,85188931
285543043,22635037
285543043,375375469
285543043,294098616
285543043,741714860682190853
285543043,883005542532349953
285543043,1013044896
285543043,3232607288
285543043,913025806435323904
285543043,32510391
285543043,746185532045201408
285543043,2842609461
285543043,728482810382712832
285543043,825041845646422016
285543043,917842700958920733
285543043,798505087714938880
285543043,127587225
285543043,282745776
285543043,882852453632405504
285543043,881847738136186880
285543043,1449091022
285543043,731134936988721153
285543043,4201067843
285543043,2329008553
285543043,908254075388665856
285543043,1208688576
285543043,823833899042213889
285543043,579068002
285543043,161446139
285543043,786512992187756544
285543043,885487380366602240
285543043,909046768867852288
285543043,538136709
285543043,627080585
285543043,745568993889632256
285543043,919949261835554826
285543043,748110718675755008
285543043,4830489563
285543043,774802074181787648
285543043,299723963
285543043,3314808527
285543043,918756471906631680
285543043,468822428
285543043,146144885
285543043,56745252
285543043,859159411
285543043,586654953
285543043,314598089
285543043,2180519486
285543043,2993625062
285543043,48669439
285543043,3363855447
285543043,1246074181
285543043,221869677
285543043,155356346
285543043,45794653
285543043,917685191199641601
285543043,2250845845
285543043,17389422
285543043,310384040
285543043,24156632
285543043,2257089540
285543043,2382853022
285543043,3067201166
285543043,33300760
285543043,80140122
285543043,108550503
285543043,2193260638
285543043,2984330476
285543043,98681867
285543043,1267139120
285543043,44367667
285543043,3993450018
285543043,917286010320453632
285543043,456764166
285543043,36388393
285543043,747804878588764160
285543043,489901876
285543043,855110692969615361
285543043,3395626432
285543043,326127719
285543043,84590845
285543043,201719052
285543043,1943546210
285543043,270430076
285543043,278191637
285543043,23764200
285543043,1357976521
285543043,326249877
285543043,388805654
285543043,107142173
285543043,104473611
285543043,1137455557
285543043,67372101
285543043,13874392
285543043,29030168
285543043,1965348956
285543043,129493491
285543043,715020643
285543043,237607924
285543043,17906392
285543043,987722412
285543043,743064530
285543043,581627077
285543043,329836709
285543043,625560174
285543043,484812416
285543043,727064407751139328
285543043,202576904
285543043,706156706947076096
285543043,202995581
285543043,348999909
285543043,480493188
285543043,778949497300713473
285543043,989195923
285543043,132204158
285543043,880438692669775874
285543043,326622243
285543043,16387647
285543043,17228689
285543043,230696267
285543043,110604022
285543043,12191512
285543043,14237553
285543043,497283330
285543043,777992839279972352
285543043,35781063
285543043,17672402
285543043,872431086978183169
285543043,147537833
285543043,217870128
285543043,296734767
285543043,3290957073
285543043,258163310
285543043,19649134
285543043,217256217
285543043,818857394436448258
285543043,428525085
285543043,826070481161818114
285543043,2305378238
285543043,18974492
285543043,554366909
285543043,12074392
285543043,2190144097
285543043,912252636451270656
285543043,910773208084660224
285543043,761116977893023745
285543043,17238771
285543043,227423290
285543043,56985218
285543043,911346720180772865
285543043,2447438384
285543043,3067653291
285543043,2378420823
285543043,740478310132658176
285543043,2299568899
285543043,151532604
285543043,185129074
285543043,907130556227362816
285543043,363298536
285543043,3241933413
285543043,22844729
285543043,436105058
285543043,900030432540078080
285543043,3313488324
285543043,910830195023720449
285543043,41306341
285543043,14536518
285543043,858999163618549761
285543043,82846886
285543043,864115244632813568
285543043,575389446
285543043,872145254341894144
285543043,912713742
285543043,586941998
285543043,966840354
285543043,733237039815069696
285543043,909759936451760128
285543043,14079974
285543043,908673007786319872
285543043,914549029
285543043,258771652
285543043,292657387
285543043,833744757427937281
285543043,25523200
285543043,60185651
285543043,34811038
285543043,15790199
285543043,3351902602
285543043,822283566914510850
285543043,44152863
285543043,27632461
285543043,902240143964348417
285543043,860446429839536128
285543043,885156288543510529
285543043,3365955459
285543043,20928831
285543043,127528627
285543043,776062976503738368
285543043,2205073181
285543043,898167398267838470
285543043,778335025926381572
285543043,3096292230
285543043,906142884239466496
285543043,2269485740
285543043,2292546133
285543043,740492722608439296
285543043,841623535193858048
285543043,3092544059
285543043,857684785745022976
285543043,15055508
285543043,2522739475
285543043,123962743
285543043,23783046
285543043,3836636369
285543043,274529177
285543043,16003424
285543043,848270810792046594
285543043,874601210778660864
285543043,28586853
285543043,2181849811
285543043,12834372
285543043,2386261923
285543043,3731193927
285543043,2216250272
285543043,3329465174
285543043,881772896460427265
285543043,851327203744808961
285543043,3325622123
285543043,238699700
285543043,14481746
285543043,307019125
285543043,798181430400405504
285543043,845214557006184448
285543043,896163359388839937
285543043,3290269442
285543043,102051701
285543043,553603526
285543043,571993342
285543043,2559369301
285543043,1211165011
285543043,251185542
285543043,878193549686308865
285543043,871373004097376256
285543043,259020234
285543043,367372486
285543043,854976909846999040
285543043,899210856495558656
285543043,112225878
285543043,745376152919805952
285543043,12874852
285543043,883094978
285543043,861540537039331328
285543043,27421877
285543043,2791378719
285543043,785403461261197312
285543043,365491571
285543043,3412742217
285543043,6630162
285543043,53388165
285543043,703279740057206785
285543043,100335373
285543043,408611620
285543043,2437947289
285543043,348522374
285543043,35885425
285543043,1144814892
285543043,824692504838737920
285543043,832130538035032065
285543043,837216837263847424
285543043,318644987
285543043,821353205456076800
285543043,967369051
285543043,3141352159
285543043,861251927912443906
285543043,11389092
285543043,3288138190
285543043,705694234968530944
285543043,861893343600660480
285543043,17191646
285543043,875000488483106817
285543043,146475355
285543043,3110202304
285543043,1260668479
285543043,35426859
285543043,805657201427775488
285543043,876495458318913538
285543043,23577970
285543043,2881731502
285543043,18143222
285543043,797174164012625920
285543043,885532279937937408
285543043,124116261
285543043,880204715635683330
285543043,3739663283
285543043,1074622633
285543043,737985664222908416
285543043,891221823995731968
285543043,71555196
285543043,2492850139
285543043,20067617
285543043,62355124
285543043,1010543250
285543043,27654186
285543043,850534286667141120
285543043,255529291
285543043,15430042
285543043,432824399
285543043,873858564271607808
285543043,762924657787998208
285543043,4748138963
285543043,718472893085130753
285543043,2809963991
285543043,891506526342574080
285543043,888462857385504768
285543043,789027304617889793
285543043,46426671
285543043,22511228
285543043,243613836
285543043,2499340722
285543043,2394237596
285543043,46476526
285543043,14463262
285543043,1115727564
285543043,2577263358
285543043,887128370747658240
285543043,2317662440
285543043,844208899
285543043,851896375096881152
285543043,476028053
285543043,3074941626
285543043,39663708
285543043,222114165
285543043,26389147
285543043,1444247364
285543043,33754315
285543043,14434096
285543043,818437098332102658
285543043,825339294
285543043,106804211
285543043,93504329
285543043,300945978
285543043,31426789
285543043,884496626387226625
285543043,840187813190619137
285543043,3222852319
285543043,813948666
285543043,103667215
285543043,105654342
285543043,250411920
285543043,884790979118714880
285543043,239577612
285543043,805768126440833024
285543043,25517118
285543043,4861340054
285543043,140073808
285543043,263676847
285543043,758762882
285543043,722994846365978625
285543043,1448382829
285543043,496028956
285543043,384849899
285543043,1009262330
285543043,701841009454415872
285543043,507998481
285543043,801819439746252801
285543043,19919692
285543043,795728820703621120
285543043,883430236016304128
285543043,111631188
285543043,625382571
285543043,9874892
285543043,470282587
285543043,76985227
285543043,39103096
285543043,1260618248
285543043,288432414
285543043,2596720691
285543043,871765448655872001
285543043,89754137
285543043,2205763784
285543043,55547379
285543043,879812030378672128
285543043,3710297172
285543043,40082786
285543043,834492989992996867
285543043,214616192
285543043,89160725
285543043,197744923
285543043,882142587494248448
285543043,121143723
285543043,40649755
285543043,4003112794
285543043,423400546
285543043,3541449013
285543043,44150150
285543043,2426413352
285543043,832183858745470976
285543043,39564910
285543043,2998958690
285543043,1949863694
285543043,144723896
285543043,16299331
285543043,2822452105
285543043,498210181
285543043,2775918219
285543043,478539461
285543043,1064782591
285543043,3186334611
285543043,2561392880
285543043,859434075924439040
285543043,540030333
285543043,16294267
285543043,57299498
